Twitler,Durum
normalde 169 lira olan ayakkabi suan 189 lira hadi bakalim kasim indirimi devam ,0
bir tek sen hayallerimi yikmamistin sende yiktin tam oldu ,0
meger ne cok reklam sigdirmissin hayatina  trendyol ,0
yine her seyin fiyatini 5 katina cikartip sonra 20 lira indirdiginiz bir sozde kampanya donemi ,0
eee hani nerde o buyuk indirim tamamen goz boyama sisirilmis fiyatlar sonra buyuk indirim hep mi ayni seyler trendyol ,0
trendyol gorelim marifetinizi ,0
onayla ve bitir hata onayla ve bitir hata onayla ve bitir hata  umarim 81625281kez ayni seyi satin almiyorumdur,0
 indirimi yine sasirtmadi gecen hafta 990 a gordugum yumurta zamanlayici 1250 ye dusmus,0
en guzel indirimi hepsi burada yapmis trendyol ben oraya bakmaya gidiyorum  ,0
overlokcu12 yapma ben  dan 13000 tllik telefon aldim kendi kargo sirketinde  kaybettiler para iadesini de yapmiyorlar inceliyorlarmis telefon fiyati artacak halen yatirmadiklari icin farki da muhtemelen tuketici mahkemesi ile talep edecegim,0
 daha ilk gunden devreler yandi  marka  bebek bezi cafer neredesin caferrrr  ,0
gunlerdir tarihi yanlis mi ayarladilar hani indirim nerde   trendyol,0
 un reklam vermedigi bi evimin duvarlari kaldi  ,0
 tukenenler arasina sabrimi da al,0
bu saatte  u kastiran turkiye hic aglamasin paramiz yok diye parasizlik yalan bu ulkede,0
"amk trendyolun cocuk istismari ve uluslararasi ticaretine sovup silen bi benmisim ya la
az omurgali olun lan ruhunuz bile satilik amk
  ",0
trendyol o kadar reklam yaptin bari adam akilli da indirim yapsaydin bu ne fiyatlarin kusuratlariyla oynamissin yine bir sey alamiyorum ,0
 reklama para yatirmak yerine sisteminize para yatirsaydiniz alt yapiniz maalesef alisverise hic uygun degildi sinir olup kapatmak zorunda kaldik,0
"dun 54 tl olan kazak bugun indirimle 65 tl olmus
salamunaleykum ",0
arkadaslar ceyizime bisi alicam bi salin ,0
gecen yil 7 liraya aldigim urun su an 299dan 8499a dusmus ahahajsj ,0
 da bindirim devam ediyor muhtesem kasim bindirimi  dolandiricilik resmi olmus haberimiz yok insanlari kandirmaya devam  ,0
arkadaslar hali alip cikicam azcik musade eder misiniz ,0
  bence reklam isini fazlaca abarttiniz milleti biktiriyorsunuz trendyol hepsiburada,0
"bunlar milleti yolunacak kazmi saniyorlar anlamadim gunlerdir indirim indirim dedikleri sey 10 lira 15 lira sisirmisler rakamlari sonra indirim yapmislarmis guyacocukmu kandiriyorsunuz siz



yaziklar olsun zihniyetinize",0
hani bu millette para yoktu coktu lan site resmen  ,0
indirim bekledik favoriye aldik daha da indirime girer diye dusunmustum ayni tas ayni hamam ,0
favoriye attigim hicbiseyin indirime girmemesi ,0
 reklama bu kadar hazirlanip sov yapacaginiza uygulamayi guclendirseydiniz ilk dakikadan coktu,0
benim favorilerime indirim degil zam gelditesekkurler  ,0
gecen hafta trendyoldan aldigim bi urun indirim gununde fiyati artmis ,0
koca  cokmus olamaz dimi hayir bu kadar reklam yapiyorsun bosuna 1 saatir siteye giremiyorum sepette olan urunleri alamiyorum,0
"ocagimizi batiracan
",0
ya haroyin tuccarlari siteyi bir salin da bizde uc bes parca bisey alalim sepete urun atamiyorum uygulamayi cokertmissiniz ,0
"aga su trendyolu bi salin iki uc sweet alip cikicam noluuur
 ",0
ulan herkes mi yukleniyor suan a bir parca urun alamadik,0
 acilmiyor off of insan gibi alisveris yapin bize de biseyler kalsin nolur sadece kendinizi dusunmeyin ,0
500 tl ye ekledigim urun 650 tale hadi gecmis olsun ,0
birsey alacagindan degilde 100 lira araba cekisi icin alisveris yapanlar burda mi  ya tutarsa misali haaaaa ulan ,0
 sepete birseyler ekleyememekte super indirim gunlerine dahil mi ,0
 cikin su siteden de yolumuzu bulalim,0
 nasil bir reklam butcen var reklam ekibin cikip aciklasin,0
2 aydir teslim almadigim urun icin para iadesi bekliyorum her telefon acisimda tekrar hikayeyi anlattirip yeni kayit aciyorlar en son 2 hafta once actirdigim kayit sonrasi asagidaki mail geldi hicbir sekilde net bilgi icermiyor parami ne zaman vereceksiniz  ,0
ne trendyolu arkadas pazarin neyi var ayni urun 50 daha ucuz pazar candir pazarci abilerimizi uzmeyin gasavanlari yeter be   ,0
suan tum ulke trendyol da   kartta para bitti bu sefer beni affet,0
millet para yok diyor favladigim butun urunler tukenmis bari bi kac bisi biraksaydiniz banada beee  ,0
 2 ay once  den 570e aldigim zincir efsane indirimle trendyolda 650l olmus kacirmayin  ,0
hayallerim coktu sandim megerse trendyolmus ,0
arkadaslar bir krem alip salicam ya nasil coktu sistem  ,0
trendyol sahte indirimlerine kanmayan kac kisi var acaba  ,0
simdi uyuyorum eger yarin uyandigimda favorilerimdeki indirimli urunler bitmis olursa yakarim ortaligi ,0
 coktu anasini satayim ,0
hay amk indirim manyaklari trendyolu cokertmissiniz rujumu bile alamiyorum hata veriyor ,0
indirim olacak diye bas bas reklam yapiyorsunuz indirim gunu site kasiyor bir bok alamiyoruz bizi mi yiyorsunuz anlamadim ki ,0
912 kasim arasinda instagrami silme karari aliyorum malum yukari kaydirmaktan baska bisey yok ,0
"kapitalizimin 4 ayagi varsa biri  olurdu kesin
kapitalizimin bi gunu olsaydi 1402 den sonra 1111 olurdu kesin",0
indirim var diye gozume uyku girmiyor yarabbb ,0
 daki yogunluk sebebiyle telefonlarimiza korona olmaz insallah asdasdsasdasd mesafeleri koruyalim lutfen,0
cokerttiniz  u be cikin kasti,0
alacagim lamba 30 liradan 48 liraya dusmus iste indirim mq ,0
trendyol bu indirim yapmis halin mi yoksa bir iki gun daha bekliyim mi ,0
abi yavas olun site kitlendi lan ,0
 indirim gunleri baslamis tabii birde alabilirsek surekli hata veriyor madem satmayacaktiniz ne diye indirim var diye reklam yapiyorsunuz,0
saka demi  ,0
kim beddua ettiyse  coktu kesin rakip firmalar ,0
haydi  fovorilere ekledigim urunlere guzel bir indirim yap yeter,0
2 hafta once aldigim urune 200 zam yapip ayni zam uzerinden 60 indirim yapar gibi gosterip bindirim yapan saygideger  u tebrik ediyorum,0
 iki saattir sepetimi onaylayamiyorum,0
 ne buyuk indirim ama binlerce reklam yaparlar yaptiklari indirim 30l tamamen yalan ,0
reklama harcadiginiz paraya yazik ,0
hic usenmeden saat 12  icin bekleyenler var site coktu,0
__beriss aynen gozumun onunde kitap setinin fiyati 129 dan 159 a cikti hayir 129 ken alacaktim bugun site hata verdigi icin alamadim ,0
yarin mesai var ben hayla trendyol da sepet onayi bekleyeyim  ,0
aynen canim buyuk indirim varmis kovaliyorum ben de biseyler  ,0
trendyol 912 kasim indirim gunlerinin muazzam reklamlarini yapip muazzam indirimler mujdeliyordunuz bircok urunle takipteyim ve nedense hic birinde indirim yapmadiginizi gordum reklam ve satis politikaniz benim anladigim midir  ,0
bu ne tofandi bu ne cokusluk ,0
 72 milyon tek sayfa,0
 indirimden resmen coktu,0
kime sorsan para yok aciz olduk bittik  a girilmiyor bile hayatiniz yalan ,0
acele alisverise seytan karisir,0
  indirim falan olmaz bu ekonomide beles olmadiginiz surece bana ikiniz de haramsiniz,0
"once bindirim sonra indirim gunlerine hosgeldiniz 
",0
sepetimde ki 30l olan paspas 44l ye cikmis en baba indirim ,0
 coktu suan indirimden,0
ya bi sepetimdekileri alip cikicam allahsizlar az musade edin cnsjxjxj ,0
su indirim gunlerinde pek bir esprinizi goremedim devamli degisen fiyatlar kafasi karisan tuketici ve sonucta satisss ha bu arada dokunamadiginiz benim gibi bilincli bir cok tuketici oldugunada eminim   ,0
resmen  kilitlendi yaa isi olmayan ciksin hanimlar beyler trendyol,0
trendyol batagina dustum kredi kartim sen beni affet  ,0
osmanlidan sonra boyle cokus gormedim ,0
aq dun 200l olan ayakkabi bugun 230l  bu nasil indirim,0
10 dk olmadan tukenen urun gordum insaffff ,0
guya super indirim var  sabahtan beri ayni fiyat  super super ,0
hani nerde indirim ,0
dev kasim indirimi 10 tl mi yani  zahmet etmissin,0
hic bir fovarim indirime girmemis  gene sasirtmadi trendyol  trendyol,0
altyapiniz yeterli degilse neyin bas bas indirimi bu ya aksamdan beri siteye girilmiyo simdi komple coktu  ,0
"sevgili trendyol
 indirim adii altinda kaziklamaya devam ediyosun sabah sepete ekledigim sweat 8397 iken  indirim saati gelince 19850 oldu ama bu kadari da pess yani 
 
 ",0
 kafami buluyorsunuz  bizimle sepete eklenmiyor tam sepete ekliyoruz fiyat degisiyor hayirdir enayimi ariyosunuz kendinize musterimi,0
her yerde  reklami gormekten tek sikilan benmiyim ,0
"favorilere ekledigim hic birseyin fiyati dusmemis iyi geceler 
",0
baba hani super indirimdi ,0
"trendyol redmi note 9 pro 128 gb gri 
ayin 8 inde 3440 tl olan telefon 
9 unda 3509 tl oldu
milleti kerizmi saniyorsun  
",0
1 biktim usandim yoruldum gozlerim asindi her yerde sizi gormekten gozumuze soka soka hadi durmayin alisveris yapin dayatmalarinizdan bezdim belli ki reklamlara bu denli butce ayiracak kadar tonla para kazanmissiniz   ,0
 o kadar yalancisiniz ki 2 ekimde kargo bedava 36 tlye aldigim terlikler bugun 25 tl ama kargo ucretli ayrica bu terliklerin hicbir zaman 156 tlye satildigini gormedim   ,0
ama uyuyun artik alisveris yapamiyoruz sizin yuzunuzden  beklenmeyen bir hatanizdan biktim,0
trendyoldaki indirimi gorebilen var mi ben goremiyorum da ,0
favorilerinde ki urun 280 tl den 380 tl ye inmis  ,0
simdiden basladim ben sacma sapan alisveris yapmaya nolur sal beni ey ,0
60 indirim diye milleti kandirmayin sozde indirim ama nedense urunlerin fiyatlarinda bir azalma goremedim ben ,0
"8 kasimdaki fiyat  9 kasimdaki fiyat 
5 lira icin gunlerdir bu kadar reklama gerek yoktu  ",0
 kasada bekliyo gibiyim az iki dakka cikin alip cikcam soz yaa bunedir kitliktanmi ciktiniz jahah,0
bu kadar reklama yapacagin yatirimi biraz altyapin icin kullansaydinda dakikasinda cokme yasanmasaydi ,0
an itibariyle  coktu ,0
nisa27031611 ve ilk urunumu sectim ,0
arkadaslar isi biten cikabilir mi site kasiyo  ,0
arkadaslar trendyoldaki tum favori urunlerimii nasil bitirdiniz yaaa helal olsun size bari bakan ciksin da bizde alalim bi kac parca biseeey piliisss ,0
bu kadar unlu oynatana kadar acaba daha fazla indirim mi yapsaydiniz hayal kirikligi oldu ,0
"bu trendyol reklamlarini gordukce uzaktan kumandali kiz kitabindaki dunyada olmak istiyorum
 ",0
 reklamda oynattigi unlulerin parasini cikarmak icin mi 20 tl lik urunu 50 tl ye satip bir de 80 tl den dustu yaziyorsun   artik hak ettin bunu,0
gunduz ben bunu favorilerime ekledigimde 159 liraydi simdi 227 lira ashdhdjjd  ,0
189 liralik kedi mamasini indirim baslamasina saatleer kala 274 liraya cekmek nedir amk  trendyol,0
 un efsane kazik pardon efsane indirim gunleri basladi  60 tl lik urunu 90 tl gosterip indirim yapmis gibi 70tl den satmak,0
 indirimmi milletle dalga geciyorsunuz gercekten gece 12 den sonra indirim gelecek die bekledigim urun 94 lt den 102 tl ye cikmis ayip ayip milletle dalga gecmeyin trendyol  ,0
iki gun once trendyol da favorime ekledigim urun 279 tl iken bugun buyuk indirimle beraber 409 tl ye geliyor mukemmel indirim ,0
100 liralik sweati buyuk kasim indiriminde 130 liraya aldim  tesekkurler ,0
trendyol benim siparisim 32 otuz iki  gundur ortada yokurun yok para iadesi yokbolca yalan var,0
tweet e guncelleme geldi   128gb lik urune 0003 saati itibariyle yani resmi olarak o muhtesem kasim indirimi denilen saatte ki fiyati nasil ama    ,0
 da bi indirim goremedim bir kac gun onceki bindirimi indirdiler sanirim,0
"saat daha 3 gecio 9 kasima yeni girdik  uygulama kilit bismillah yaa ac miydiniz aciktamiydiniz

11 kasim indirim",0
an itibariyle  cokmus ,0
once bindirim sonra indirim yapsaydiniz bari daha inandirici olurdu ,0
"trendyol coktu bu kadar mi acikta kaldik ya asdfgh 
",0
 an itibariyle uygulama coktu,0
bsliyoruz indirim diyipte kaziklanmaya ,0
"uyumayip 0000 yi bekleyenler 
 sayfasinin cokmesi 
",0
bu sacma sistemin kolesi olmayin akut yaz 2930 a gonder 10 tl depremzedelere bagis yap    ,0
"daha 4 dakika olmadi ve uygulama coktu hayirli olsun



 ",0
bitirdin bizi be meraktan dahi giremiyoruz ,0
trendyol ve benzeri bir cok sayfanin an itibariyle milleti soyma gunleri baslamistir  ,0
2 dakika da coktu   ,0
uc dakikada nasil cokersin nasil nasil ,0
geleneksel trendyol cokus gunleri baslasiiin  ,0
alan ciksin kasiyor ,0
trendyol kasiyor arkadaslar biraz cikin bizde girelim dkdkd ,0
"trendyol cokmus bu kadar mi cok paraniz var
",0
"sey trendyoldan 5 dk cikar misiniz ben alacaklarimi alayim sonra siz alirsiniz
",0
pes arkadaslar pes uyuyun ya   ,0
 an itibariyle coktu,0
valla artik yeter su trendyol indirimleri biran once bitsin gormek istemiyorum kapitalizmin kolesi olmussunuz ihtiyaciniz olmazsa dahil sozde indirimde diye ne cok paralar gidiyor kerizlerin indirim degil size lar ,0
ee hani hala pahali bunlar ,0
"sen cok guzelsin ama bu fiyat ne be yavrum

 ",0
"trendyol super indirim gunleri adi altinda indirim yapmis  ama benim maasim en dusuk fiyat kategorisinde bile bir ceket sweatshirt kombini etmiyor
",0
tam maas alacagim gun ile  un ayni gun indirime girecek olmasi sinavi ,0
ben her sene kredi kartimi degistirmek zorunda miyim ya istisnasiz her sene bilgim disinda harcama yapiliyor bu sefer de  dan,0
lan hani efsane indirimdi haftalardir pusuya yatmis bugunu bekliyordum           ,0
tv de telefonda bilgisayarda indirim reklami  midemiz kalkti yaa yeter  ,0
hani paraniz yoktu lan bir kazakti tek begendigim benim olsun istedigim allahsiz kopekler  ,0
"9 10 11 12 ne ya 15 16 17 18 yapsaniza sunu 
",0
sevgili   at favorine indirimi bekle dedin ve bende dedigini yaptim ama favorime aldigim butun urunler bugun oglen daha ucuzdu  nasil bi indirim soyleyebilir misiniz,0
ulan allahsizlar trendyolu mu cokturdunuz bu seferde ,0
"lan sepetimde urun kalmamis
",0
yazik bu kadar reklama ve bu reklamlarin cazibesine kanip gereksiz alisveris yapacaklara ,0
link gormekten midem bulandi ,0
trendyol sacmaligina inanmayan kac kisiyiz  ,0
millet ac acc  ,0
favorilere ekledigim hic bir urun indirime girmedigi yetmezmis gibi bir de tukenmisler  agladim ,0
"eretnabeyi e yani

da satis yapinca oraya da komisyon gidiyor

direk kendi sitesinden satinca kimseye bir bedel odemiyor saticilar da",0
trendyol alti ustu bi sandalye alacaktim uygulamadan atiyorsunuz ayiptir ya ,0
"trendyolun enayisi ve muhtosor kasim indirmeleriindirimleri
",0
 indirim adi altinda fiyat artisi yapmaktan vazgecin  100 tl olan urunun stoklarini aninda bitirip 5 dk sonra 190 tlye 5 indirim ile stok guncellediniz trendyol,0
evet o trendyol batagina ben de saplandim ,0
ya sokucam yine  yuzunden borca girdim her defasinda unutuyorum kendime verdigim sozu,0
"favladigim urunlerin fiyatlarindan 10tl 20 tl dusmusbu muydu buyuk firsat buyuk indirim
peki yikilan hayallerimin karsiligi ne olacak ",0
sokakta bedava dagitsalar almayacagim kiyafeti  yuzunden heyecanli heyecanli arastiriyorum offf off neysse burada zaman kaybetmiyeyim byee,0
influencerlarin ticaret sitelerinde kendilerini paralarcasina satis yaptirmalari ilk saatler hemen bitmeden alin falan cumleleri kendileri para kazanacaklar diye saldiray gibi story atip kaydirin mesajlari tiksindim resmen   ,0
hemen internetimi kapatip 3 gun boyunca televizyonu falan da acmak istemiyorum ,0
"uygulama coktugunde hemen cikmaliydim 
 ",0
fiyatlari ucurup 50 11 yok efendim 60 vs sozde indirim yaparak milleti kazikliyorsunuz ahdjfl halbuki hepsinin fiyati super indirimden oncekiyle ayni fiyat herkes salak bi siz akillisiniz zaten d   ,0
yav hadi bi tane ayakkabi alcaz 0001 olsun artik uykumuz geldi ,0
bir urunu sepete ekledim birkac parca daha bakinayim derken sepetteki urunun fiyati 20 dakika icinde indirim adi altinda 22 tl artti sahanesiniz  ,0
instagramda  link ve reklamlarinda ilerleyemiyorum ilerleyemedikce buraya sariyorum,0
yaa sen gozunu acar acmaz o kadar kaydirmali link paylas o kadar vasat kiyafetleri giy kaydirmali link ver trendyol reklamda danla ile cemalcani oynatsin  ,0
   vs alisveris yapacak arkadaslar ayni urunu karsilastirin fiyat farklari var iyi geceler ,0
dibini siyirmissiniz sitenin ,0
912 kasim  indiriminden de nasibimizi aldik cok sukurr,0
trendyol indirim yapip durma param yok ,0
 bir canim kaldi ugrunda vermedigim,0
trendyol birsuru reklam yapacagina az iki indirim yapsaydin cidden cok makbule gecerdi  ,0
 yine yalandan indirim yapmis sabah baktigim cizme indirimli 180 teleydi simdi baktim 259 teeleeeeee heyy heeeyyyy trendyol,0
yagmaci gibi aninda bitirmeyin stoklari ya bize de kalsin sepete ekleyesiye gitti guzelim ceket puu ,0
 indirimleri beni bu yilda batirdiysa sirada ne var,0
trendyol   sepete urun ekliyorum odeme yapacagim sepette yazan fiyatlari toplayinca kasadaki tutar etmiyor  kasadaki fiyat  fazla gorunuyor neden   kargo ucreti degil en az 100 lira fark var,0
sepetimdeki 1800 luk urun 2300 e cikti bu nasil indirim super super bindirim ,0
biktirdin be ,0
bu trendyol reklamlari neden hic bir yerde gorunmuyor tum bilboardlar bos anonslar icin mahalle megafonlari polis araclari ambulanslar itfaiyeler afisler icin belediye otobusleri taksiler bireysel araclar hatta sokaktaki insanlarin sirtlari bombos bekliyorlar ,0
sepetimdeki tum urunleri silen   bu indirimde alisveris yapmayacagim sinirlendim,0
"madem gundem trendyol o zaman bu tweete rt atip beni takip eden 3 kisiye 1000 tl degerinde trendyol alisveris hakki vermiyorum arkadaslar 
trendyol   ",0
dun 150 tl olan urun bugun 912 kasim kampanyasi ile birlikte 270 tlye dusuruldu dolandirici trendyol her zaman ki gibi milleti keriz yerine koymaya devam ediyor   ,0
ben gecen mont aldim 139 tl idi simdi yuzde elli indirimle tekrar 139 tl olmus hadi bakalim yalan kanmayin ,0
  eokul musun sen nasil coktun,0
bu neyin indirimi peki  insanlari aptal yerine koymayin artik ayni urunu 23 hafta once 540 tlye aldim  ,0
 1 aydan fazladir takip ettigim urunlerin hepsinin fiyati artmis bu nasil indirim,0
 reklamlarindan kusma geldi artik yeterrrr ders sorusu cozuyorum orada bile zirt pirt boyna  reklami allahin belalari bu nasil bir reklam butcesidir,0
sepetimdeki urun nasil tukenebiliyor kart bilgilerimi girene kadar nasil tukenebiliyor ,0
bari 12 saat cokmeden dayansaydin be trendyol ,0
